what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003318
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003381
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003412
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003521
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003584
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003615
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1344586003677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344586004520
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586005268
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586009902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1344586009917
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586026080
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1344586041337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1344586041571
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1344586041805
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1344586042304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344586046687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1344586049386
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1344586052974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344586054940
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1344586062927
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1344586063364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344586125936
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1344586129196
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586129368
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1344586130865
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586131037
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586131786
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1344586132425
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1344586132441
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1344586132519
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1344586132831
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586133580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586134890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586135779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586137468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586139184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586140515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586141108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586143421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586143889
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586146451
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586148432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586149449
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586150261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586152589
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586152994
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586155588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586156009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586158587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586159008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586161571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586162008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586164601
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586165054
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586165069
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586170906
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344586170921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586190257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586192924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586195857
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344586217739
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344586223293
