what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344440037442
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440038735
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440041495
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440042087
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440043430
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440045687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440047019
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344440047629
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440048854
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344440050111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440051120
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440052131
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440052174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440052634
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440052657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440053146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440053168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440053651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440053671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440054218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440054240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440054778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440054801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440055331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440055354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440055874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440055898
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440056904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440056925
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440057753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440057775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440058378
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440058407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440059098
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440059119
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440059682
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440059701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440060225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440060247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440060705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440060728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440061203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440061222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440061658
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440061677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440062082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440062102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440062610
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440062631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440063068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440063086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440063562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440063585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440064163
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440064183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440064618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440064639
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440065178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440065197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440065665
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440065687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440066234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440066255
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440066778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440066799
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440067354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440067373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440067762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440067791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440068362
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440068376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440068882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440068902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440069483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440069500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440070148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440070169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440070706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440070729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440071203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440071222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440071882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440071904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440072499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440072518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440073146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344440073165
