what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263966340
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263966361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263967251
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263967271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263968121
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263968152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263971493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263971513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263973823
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263973853
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263974623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263974643
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263975523
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263975543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263976423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263976443
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263981264
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344263982125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263997206
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263997826
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344263998676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264002447
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264007320
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264009590
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264011070
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264012160
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264014620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264014641
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264021652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264021672
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264022222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264022242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264022682
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264022712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264023082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264023102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264032903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264032934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264033594
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344264034856
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264058447
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264058747
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264059197
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264062517
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344264093897
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264104157
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344264108027
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264113397
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1344264135167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264157517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264167057
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264173527
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344264175237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264176277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264177627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264177658
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264186219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264186239
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264186849
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264186869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264187489
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264187509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264190960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264190991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264192331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264192352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264193412
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264193433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1344264193963
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1344264195175
